reactants,products
CC[O:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][n:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([C:13]([CH2:14][CH3:15])([CH2:16][CH3:17])[c:18]3[cH:19][cH:20][c:21](/[CH:22]=[CH:23]/[C:24]([OH:25])([C:26]([F:27])([F:28])[F:29])[C:30]([F:31])([F:32])[F:33])[c:34]([CH3:35])[cH:36]3)[cH:37][c:38]2[CH3:39])[n:40][cH:41]1,[OH:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][n:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([C:13]([CH2:14][CH3:15])([CH2:16][CH3:17])[c:18]3[cH:19][cH:20][c:21](/[CH:22]=[CH:23]/[C:24]([OH:25])([C:26]([F:27])([F:28])[F:29])[C:30]([F:31])([F:32])[F:33])[c:34]([CH3:35])[cH:36]3)[cH:37][c:38]2[CH3:39])[n:40][cH:41]1
Cl[c:1]1[c:2]([Cl:3])[cH:4][n:5][c:6]([NH2:7])[n:8]1.[NH2:9][c:10]1[cH:11][c:12]([I:13])[cH:14][cH:15][c:16]1[O:17][CH:18]1[CH2:19][CH2:20][O:21][CH2:22][CH2:23]1,[c:1]1([NH:9][c:10]2[cH:11][c:12]([I:13])[cH:14][cH:15][c:16]2[O:17][CH:18]2[CH2:19][CH2:20][O:21][CH2:22][CH2:23]2)[c:2]([Cl:3])[cH:4][n:5][c:6]([NH2:7])[n:8]1
CO[C:1](=[O:2])[c:3]1[cH:4][cH:5][n:6][c:7]([O:8][CH:9]([F:10])[F:11])[cH:12]1,[CH2:1]([OH:2])[c:3]1[cH:4][cH:5][n:6][c:7]([O:8][CH:9]([F:10])[F:11])[cH:12]1
Cl[C:1]([c:2]1[n:3][c:4]([CH3:5])[o:6][c:7]1[CH3:8])=[O:9].[NH2:10][c:11]1[cH:12][cH:13][cH:14][c:15]([O:16][c:17]2[cH:18][cH:19][c:20]3[n:21][c:22]([NH:23][C:24](=[O:25])[CH:26]4[CH2:27][CH2:28]4)[n:29][n:30]3[cH:31]2)[cH:32]1,[C:1]([c:2]1[n:3][c:4]([CH3:5])[o:6][c:7]1[CH3:8])(=[O:9])[NH:10][c:11]1[cH:12][cH:13][cH:14][c:15]([O:16][c:17]2[cH:18][cH:19][c:20]3[n:21][c:22]([NH:23][C:24](=[O:25])[CH:26]4[CH2:27][CH2:28]4)[n:29][n:30]3[cH:31]2)[cH:32]1
Br[c:1]1[cH:2][c:3]([CH3:4])[c:5]([Br:6])[cH:7][n:8]1.[O:9]=[S:10]1(=[O:11])[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]1,[c:1]1([N:14]2[CH2:13][CH2:12][S:10](=[O:9])(=[O:11])[CH2:16][CH2:15]2)[cH:2][c:3]([CH3:4])[c:5]([Br:6])[cH:7][n:8]1
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([N:5]2[c:6]3[c:7]([cH:8][n:9][c:10]([NH:11][CH3:12])[n:13]3)[CH2:14][N:15]([c:16]3[c:17]([F:18])[c:19]([O:20][CH3:21])[cH:22][c:23]([O:24][CH3:25])[c:26]3[F:27])[C:28]2=[O:29])[CH2:30][CH2:31]1,[NH:1]1[CH2:2][CH2:3][CH:4]([N:5]2[c:6]3[c:7]([cH:8][n:9][c:10]([NH:11][CH3:12])[n:13]3)[CH2:14][N:15]([c:16]3[c:17]([F:18])[c:19]([O:20][CH3:21])[cH:22][c:23]([O:24][CH3:25])[c:26]3[F:27])[C:28]2=[O:29])[CH2:30][CH2:31]1
CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH3:8][C:9]([CH3:10])([CH3:11])[Si:12]([O:13][CH2:14][CH:15]1[O:16][CH2:17][CH2:18][CH2:19][CH:20]1[NH2:21])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:21][CH:20]1[CH:15]([CH2:14][O:13][Si:12]([C:9]([CH3:8])([CH3:10])[CH3:11])([c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[O:16][CH2:17][CH2:18][CH2:19]1
CO[C:1](=[O:2])[CH2:3][C@H:4]1[NH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[NH:12][C:13]1=[O:14],[CH2:1]([OH:2])[CH2:3][C@H:4]1[NH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[NH:12][C:13]1=[O:14]
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][N:19]=[C:20]=[O:21].[CH3:22][N:23]([CH3:24])[CH2:25][CH2:26][CH2:27][NH:28][C:29](=[O:30])[CH2:31][CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][c:38]1[OH:39],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][NH:19][C:20](=[O:21])[O:39][c:38]1[c:33]([CH2:32][CH2:31][C:29]([NH:28][CH2:27][CH2:26][CH2:25][N:23]([CH3:22])[CH3:24])=[O:30])[cH:34][cH:35][cH:36][cH:37]1
C[O:1][C:2](=[O:3])[CH:4]1[CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15][c:16]2[c:17]1[nH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]21,[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][N:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][CH2:15][c:16]2[c:17]1[nH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]21
Cl[C:1]([CH:2]([CH2:3][CH3:4])[O:5][c:6]1[cH:7][cH:8][c:9]([Cl:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16]1)=[O:17].[NH2:18][CH2:19][c:20]1[cH:21][cH:22][n:23][cH:24][cH:25]1,[C:1]([CH:2]([CH2:3][CH3:4])[O:5][c:6]1[cH:7][cH:8][c:9]([Cl:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16]1)(=[O:17])[NH:18][CH2:19][c:20]1[cH:21][cH:22][n:23][cH:24][cH:25]1
F[c:1]1[c:2]([F:3])[cH:4][c:5]2[c:6]([n:7]([CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([C:13](=[O:14])[OH:15])[c:16]2=[O:17])[c:18]1[F:19].[CH3:20][C@H:21]1[CH2:22][NH:23][CH2:24][C@H:25]1[NH:26][C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33],[c:1]1([N:23]2[CH2:22][C@H:21]([CH3:20])[C@H:25]([NH:26][C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:24]2)[c:2]([F:3])[cH:4][c:5]2[c:6]([n:7]([CH:8]3[CH2:9][CH2:10]3)[cH:11][c:12]([C:13](=[O:14])[OH:15])[c:16]2=[O:17])[c:18]1[F:19]
C1CCC([n:1]2[cH:2][c:3]([NH:4][C:5]([c:6]3[cH:7][cH:8][c:9]([CH3:10])[n:11][cH:12]3)=[O:13])[c:14]([C:15](=[O:16])[NH:17][CH2:18][C:19]([F:20])([F:21])[F:22])[n:23]2)OC1,[nH:1]1[cH:2][c:3]([NH:4][C:5]([c:6]2[cH:7][cH:8][c:9]([CH3:10])[n:11][cH:12]2)=[O:13])[c:14]([C:15](=[O:16])[NH:17][CH2:18][C:19]([F:20])([F:21])[F:22])[n:23]1
CS(=O)(=O)O[CH2:1][C:2]1([C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH2:8][CH2:9]1.[CH3:10][c:11]1[c:12]([OH:13])[cH:14][cH:15][c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]1[CH3:26],[CH2:1]([C:2]1([C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH2:8][CH2:9]1)[O:13][c:12]1[c:11]([CH3:10])[c:25]([CH3:26])[c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:15][cH:14]1
Cl[CH2:1][c:2]1[n:3][c:4]2[c:5]([NH2:6])[n:7][c:8]([CH3:9])[c:10]([CH3:11])[c:12]2[n:13]1[CH2:14][CH:15]([CH3:16])[CH3:17].[CH3:18][O:19][NH2:20],[CH2:1]([c:2]1[n:3][c:4]2[c:5]([NH2:6])[n:7][c:8]([CH3:9])[c:10]([CH3:11])[c:12]2[n:13]1[CH2:14][CH:15]([CH3:16])[CH3:17])[NH:20][O:19][CH3:18]
Br[CH2:1][CH2:2][CH2:3][CH2:4][Br:5].[CH3:6][CH2:7][c:8]1[cH:9][c:10]2[c:11]([C:12](=[O:13])[NH:14][CH3:15])[c:16](-[c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]3)[o:24][c:25]2[n:26][c:27]1[NH:28][S:29]([CH3:30])(=[O:31])=[O:32],[CH2:1]([CH2:2][CH2:3][CH2:4][Br:5])[N:28]([c:27]1[c:8]([CH2:7][CH3:6])[cH:9][c:10]2[c:11]([C:12](=[O:13])[NH:14][CH3:15])[c:16](-[c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]3)[o:24][c:25]2[n:26]1)[S:29]([CH3:30])(=[O:31])=[O:32]
O[C:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][n:9]([CH3:10])[n:11]2)[cH:12][c:13]1[Cl:14])=[O:15].[cH:16]1[cH:17][n:18][c:19]2[c:20]([cH:21]1)[CH2:22][NH:23][c:24]1[cH:25][cH:26][cH:27][cH:28][c:29]1[NH:30]2,[C:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][n:9]([CH3:10])[n:11]2)[cH:12][c:13]1[Cl:14])(=[O:15])[N:23]1[CH2:22][c:20]2[c:19]([n:18][cH:17][cH:16][cH:21]2)[NH:30][c:29]2[c:24]1[cH:25][cH:26][cH:27][cH:28]2
Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7].[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]([OH:18])[cH:19][cH:20]2)[cH:21][cH:22]1,[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7])[O:18][c:17]1[cH:16][cH:15][c:14](-[c:13]2[cH:12][cH:11][c:10]([O:9][CH3:8])[cH:22][cH:21]2)[cH:20][cH:19]1
C[O:1][c:2]1[cH:3][c:4]([N:5]([CH3:6])[CH3:7])[cH:8][cH:9][c:10]1-[c:11]1[n:12][c:13]2[c:14]([s:15]1)[CH:16]([OH:17])[CH2:18][CH2:19][CH2:20]2,[OH:1][c:2]1[cH:3][c:4]([N:5]([CH3:6])[CH3:7])[cH:8][cH:9][c:10]1-[c:11]1[n:12][c:13]2[c:14]([s:15]1)[CH:16]([OH:17])[CH2:18][CH2:19][CH2:20]2
[O:1]=[CH:2][c:3]1[cH:4][c:5]([I:6])[cH:7][cH:8][c:9]1[F:10],[OH:1][CH2:2][c:3]1[cH:4][c:5]([I:6])[cH:7][cH:8][c:9]1[F:10]
O[C:1]([CH2:2][n:3]1[c:4]([CH3:5])[c:6]([Cl:7])[c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1)=[O:14].[CH3:15][O:16][C:17](=[O:18])[CH:19]1[CH2:20][CH2:21][c:22]2[c:23]([cH:24][n:25][n:26]2-[c:27]2[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]2)[NH:34]1,[C:1]([CH2:2][n:3]1[c:4]([CH3:5])[c:6]([Cl:7])[c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1)(=[O:14])[N:34]1[CH:19]([C:17]([O:16][CH3:15])=[O:18])[CH2:20][CH2:21][c:22]2[c:23]1[cH:24][n:25][n:26]2-[c:27]1[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[O:8][CH:9]([CH3:10])[CH2:11]2,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[O:8][CH:9]([CH3:10])[CH2:11]2
I[c:1]1[cH:2][cH:3][c:4]([Br:5])[cH:6][cH:7]1.[CH:8]#[C:9][CH2:10][CH2:11][CH3:12],[c:1]1([C:8]#[C:9][CH2:10][CH2:11][CH3:12])[cH:2][cH:3][c:4]([Br:5])[cH:6][cH:7]1
Cl[c:1]1[n:2][cH:3][n:4][c:5](-[n:6]2[c:7]([Cl:8])[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[n:16]1.[NH2:17][c:18]1[cH:19][cH:20][cH:21][c:22]([CH2:23][c:24]2[n:25][n:26][n:27][nH:28]2)[cH:29]1,[c:1]1([NH:17][c:18]2[cH:19][cH:20][cH:21][c:22]([CH2:23][c:24]3[n:25][n:26][n:27][nH:28]3)[cH:29]2)[n:2][cH:3][n:4][c:5](-[n:6]2[c:7]([Cl:8])[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[n:16]1
C[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][O:11][C:12]([CH3:13])([CH3:14])[O:15]2)[cH:16][c:17](-[c:18]2[cH:19][cH:20][c:21]([CH3:22])[cH:23][c:24]2[C:25]#[N:26])[cH:27]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][O:11][C:12]([CH3:13])([CH3:14])[O:15]2)[cH:16][c:17](-[c:18]2[cH:19][cH:20][c:21]([CH3:22])[cH:23][c:24]2[C:25]#[N:26])[cH:27]1
Cl[C:1](=[O:2])[CH2:3][CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9]1.[CH3:10][CH2:11][CH2:12][CH2:13][c:14]1[cH:15][cH:16][c:17]([C:18]#[C:19][c:20]2[cH:21][cH:22][c:23]([CH2:24][NH:25][c:26]3[cH:27][cH:28][c:29]4[c:30]([cH:31]3)[C:32](=[O:33])[O:34][C:35]([CH3:36])([CH3:37])[O:38]4)[cH:39][n:40]2)[cH:41][cH:42]1,[C:1](=[O:2])([CH2:3][CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9]1)[N:25]([CH2:24][c:23]1[cH:22][cH:21][c:20]([C:19]#[C:18][c:17]2[cH:16][cH:15][c:14]([CH2:13][CH2:12][CH2:11][CH3:10])[cH:42][cH:41]2)[n:40][cH:39]1)[c:26]1[cH:27][cH:28][c:29]2[c:30]([cH:31]1)[C:32](=[O:33])[O:34][C:35]([CH3:36])([CH3:37])[O:38]2
Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])=[O:10].[CH3:11][O:12][c:13]1[cH:14][cH:15][c:16]2[c:17]([cH:18]1)[CH:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][c:26]1[CH:27]2[CH2:28][OH:29],[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[O:29][CH2:28][CH:27]1[c:16]2[cH:15][cH:14][c:13]([O:12][CH3:11])[cH:18][c:17]2[CH:19]=[CH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]21
O=[CH:1][c:2]1[nH:3][c:4]([CH3:5])[c:6]([C:7](=[O:8])[NH:9][CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][CH2:15][CH2:16]2)[c:17]1[CH3:18].[O:19]=[C:20]1[CH2:21][c:22]2[cH:23][c:24](-[c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[cH:31][cH:32][c:33]2[NH:34]1,[CH:1]([c:2]1[nH:3][c:4]([CH3:5])[c:6]([C:7](=[O:8])[NH:9][CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][CH2:15][CH2:16]2)[c:17]1[CH3:18])=[C:21]1[C:20](=[O:19])[NH:34][c:33]2[c:22]1[cH:23][c:24](-[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[cH:31][cH:32]2
CC(=O)O[C:2]([CH3:1])=[O:3].[CH3:4][CH2:5][NH:6][C:7](=[O:8])[NH:9][c:10]1[n:11][c:12]2[cH:13][c:14](-[c:15]3[cH:16][cH:17][cH:18][n:19][cH:20]3)[cH:21][c:22]([C:23](=[O:24])[NH:25][NH2:26])[n:27]2[n:28]1,[CH3:1][C:2](=[O:3])[NH:26][NH:25][C:23]([c:22]1[cH:21][c:14](-[c:15]2[cH:16][cH:17][cH:18][n:19][cH:20]2)[cH:13][c:12]2[n:11][c:10]([NH:9][C:7]([NH:6][CH2:5][CH3:4])=[O:8])[n:28][n:27]21)=[O:24]
Cl[CH2:1][c:2]1[c:3]([CH3:4])[c:5]([S:6][CH2:7][CH2:8][CH2:9][Cl:10])[cH:11][cH:12][n:13]1.[SH:15][c:16]1[cH:17][cH:18][n:19][cH:20][cH:21]1,[CH2:1]([c:2]1[c:3]([CH3:4])[c:5]([S:6][CH2:7][CH2:8][CH2:9][Cl:10])[cH:11][cH:12][n:13]1)[S:15][c:16]1[cH:17][cH:18][n:19][cH:20][cH:21]1
O=[CH:1][c:2]1[cH:3][n:4](-[c:5]2[cH:6][cH:7][cH:8][n:9][cH:10]2)[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][C:22](=[O:23])[OH:24])cc1,[CH:1]([c:2]1[cH:3][n:4](-[c:5]2[cH:6][cH:7][cH:8][n:9][cH:10]2)[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12)=[CH:17][CH2:18][CH2:19][CH2:20][CH2:21][C:22](=[O:23])[OH:24]
O[C:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[n:11][c:12]([CH3:13])[o:14][n:15]3)[cH:16][c:17]2[CH3:18])[cH:19][cH:20]1)=[O:21].[CH3:22][CH:23]([CH3:24])[c:25]1[cH:26][cH:27][c:28]([NH2:29])[cH:30][c:31]1[O:32][CH2:33][CH2:34][N:35]([CH3:36])[CH3:37],[C:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[n:11][c:12]([CH3:13])[o:14][n:15]3)[cH:16][c:17]2[CH3:18])[cH:19][cH:20]1)(=[O:21])[NH:29][c:28]1[cH:27][cH:26][c:25]([CH:23]([CH3:22])[CH3:24])[c:31]([O:32][CH2:33][CH2:34][N:35]([CH3:36])[CH3:37])[cH:30]1
CC(=O)[NH:1][c:2]1[nH:3][cH:4][c:5](-[c:6]2[c:7]([O:8][CH2:9][CH3:10])[cH:11][cH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[n:19]1,[NH2:1][c:2]1[nH:3][cH:4][c:5](-[c:6]2[c:7]([O:8][CH2:9][CH3:10])[cH:11][cH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[n:19]1
Cl[c:1]1[n:2][n:3][c:4]([NH2:5])[s:6]1.[CH2:7]1[CH2:8][O:9][CH2:10][CH2:11][NH:12]1,[c:1]1([N:12]2[CH2:7][CH2:8][O:9][CH2:10][CH2:11]2)[n:2][n:3][c:4]([NH2:5])[s:6]1
[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[cH:19][cH:20]1,[n:1]1[n:2][nH:3][c:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[cH:19][cH:20]2)[n:4]1
O[C@H:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH3:8])[cH:9][cH:10]1)[C@H:11]([O:12][CH:13]([CH3:14])[CH3:15])[C:16](=[O:17])[N:18]1[C:19](=[O:20])[O:21][CH2:22][C@@H:23]1[CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH3:8])[cH:9][cH:10]1)[C@H:11]([O:12][CH:13]([CH3:14])[CH3:15])[C:16](=[O:17])[N:18]1[C:19](=[O:20])[O:21][CH2:22][C@@H:23]1[CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1
Cl[C:1]([CH:2]=[CH2:3])=[O:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][c:11]([CH:12]2[NH:13][CH2:14][CH2:15][S:16]2)[cH:17][c:18]([C:19]([CH3:20])([CH3:21])[CH3:22])[c:23]1[OH:24],[C:1]([CH:2]=[CH2:3])(=[O:4])[N:13]1[CH:12]([c:11]2[cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[c:23]([OH:24])[c:18]([C:19]([CH3:20])([CH3:21])[CH3:22])[cH:17]2)[S:16][CH2:15][CH2:14]1
C[O:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][c:9]([Br:10])[cH:11][cH:12][c:13]2[Cl:14])[cH:15][cH:16]1,[OH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][c:9]([Br:10])[cH:11][cH:12][c:13]2[Cl:14])[cH:15][cH:16]1
CC[O:1][C:2](=[O:3])[CH2:4][CH2:5][NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][CH:14]([CH2:15][CH2:16][CH2:17][CH2:18][O:19][CH3:20])[c:21]2[o:22][c:23]3[cH:24][cH:25][c:26]([O:27][CH3:28])[cH:29][c:30]3[c:31]2[CH3:32])[cH:33][cH:34]1,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([NH:13][C@@H:14]([CH2:15][CH2:16][CH2:17][CH2:18][O:19][CH3:20])[c:21]2[o:22][c:23]3[cH:24][cH:25][c:26]([O:27][CH3:28])[cH:29][c:30]3[c:31]2[CH3:32])[cH:33][cH:34]1
CC[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][NH:9][C:10](=[O:11])[C@@H:12]2[NH:13][C@@H:14]([CH2:15][C:16]([CH3:17])([CH3:18])[CH3:19])[C@:20]([C:21]#[N:22])([c:23]3[cH:24][cH:25][c:26]([Cl:27])[cH:28][c:29]3[F:30])[C@H:31]2[c:32]2[cH:33][cH:34][cH:35][c:36]([Cl:37])[c:38]2[F:39])[n:40][cH:41]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][NH:9][C:10](=[O:11])[C@@H:12]2[NH:13][C@@H:14]([CH2:15][C:16]([CH3:17])([CH3:18])[CH3:19])[C@:20]([C:21]#[N:22])([c:23]3[cH:24][cH:25][c:26]([Cl:27])[cH:28][c:29]3[F:30])[C@H:31]2[c:32]2[cH:33][cH:34][cH:35][c:36]([Cl:37])[c:38]2[F:39])[n:40][cH:41]1
Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])=[O:10].[NH2:11][c:12]1[cH:13][cH:14][c:15]([I:16])[cH:17][n:18]1,[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[NH:11][c:12]1[cH:13][cH:14][c:15]([I:16])[cH:17][n:18]1
O[C:1]1([c:2]2[cH:3][c:4]3[c:5]([cH:6][c:7]2[OH:8])[O:9][CH2:10][CH2:11]3)[C:12](=[O:13])[N:14]([CH:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][c:34]21,[CH:1]1([c:2]2[cH:3][c:4]3[c:5]([cH:6][c:7]2[OH:8])[O:9][CH2:10][CH2:11]3)[C:12](=[O:13])[N:14]([CH:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][c:34]21
CC(C)(C)OC(=O)[N:1]([CH3:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH2:9][C:10](=[O:11])[N:12]1[CH2:13][CH:14]2[C:15](=[O:16])[CH2:17][CH2:18][C:19]([c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)([c:26]3[cH:27][cH:28][cH:29][cH:30][cH:31]3)[CH:32]2[CH2:33]1,[NH:1]([CH3:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[CH2:9][C:10](=[O:11])[N:12]1[CH2:13][CH:14]2[C:15](=[O:16])[CH2:17][CH2:18][C:19]([c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)([c:26]3[cH:27][cH:28][cH:29][cH:30][cH:31]3)[CH:32]2[CH2:33]1
O[C:1](=[O:2])[c:3]1[cH:4][nH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[NH2:12][CH2:13][CH:14]1[CH2:15][CH2:16][N:17]([CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26]1,[C:1](=[O:2])([c:3]1[cH:4][nH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12)[NH:12][CH2:13][CH:14]1[CH2:15][CH2:16][N:17]([CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26]1
O[CH2:1][CH:2]1[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7][CH3:8])[S:9]1.[CH3:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][c:21]1[cH:22][n:23][c:24](-[c:25]2[cH:26][cH:27][c:28]([OH:29])[cH:30][cH:31]2)[n:32][cH:33]1,[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7][CH3:8])[S:9]1)[O:29][c:28]1[cH:27][cH:26][c:25](-[c:24]2[n:23][cH:22][c:21]([CH2:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH3:10])[cH:33][n:32]2)[cH:31][cH:30]1
